ExpenseID,IL_originalcategory,IL_originalamt,IL_agency,ID,ExpenseID2,Year,EXP_TYPE,EXP_AMT,State
17614,"Witness protection, informant fees, and controlled purchases of contraband",0,Moultrie County States Attorney Office,3621,17614,2019,investigation costs,0,IL
17615,"Witness protection, informant fees, and controlled purchases of contraband",2500,Mount Prospect Police Department,3622,17615,2019,investigation costs,2500,IL
17616,"Witness protection, informant fees, and controlled purchases of contraband",6000,Mt. Vernon Police Department,3623,17616,2019,investigation costs,6000,IL
17617,"Witness protection, informant fees, and controlled purchases of contraband",0,Mt. Zion Police Department,3624,17617,2019,investigation costs,0,IL
17618,"Witness protection, informant fees, and controlled purchases of contraband",0,MULTI-COUNTY NARCOTICS ENFORCEMENT GROUP (PMEG),3625,17618,2019,investigation costs,0,IL
17619,"Witness protection, informant fees, and controlled purchases of contraband",0,Mundelein Police Department,3626,17619,2019,investigation costs,0,IL
17620,"Witness protection, informant fees, and controlled purchases of contraband",1260.4,Murphysboro Police Department,3627,17620,2019,investigation costs,1260,IL
17621,"Witness protection, informant fees, and controlled purchases of contraband",0,Murrayville-Woodson Police Department,3628,17621,2019,investigation costs,0,IL
17622,"Witness protection, informant fees, and controlled purchases of contraband",0,Murrieta Police Department,3629,17622,2019,investigation costs,0,IL
17623,"Witness protection, informant fees, and controlled purchases of contraband",150,New Lehox Police Department,3630,17623,2019,investigation costs,150,IL
17624,"Witness protection, informant fees, and controlled purchases of contraband",0,Newton Police Department,3631,17624,2019,investigation costs,0,IL
17625,"Witness protection, informant fees, and controlled purchases of contraband",0,Niles,3632,17625,2019,investigation costs,0,IL
17626,"Witness protection, informant fees, and controlled purchases of contraband",9256.92,Normal Police Department,3633,17626,2019,investigation costs,9257,IL
17627,"Witness protection, informant fees, and controlled purchases of contraband",0,North Chicago Police Department,3634,17627,2019,investigation costs,0,IL
17628,"Witness protection, informant fees, and controlled purchases of contraband",0,Northbrook,3635,17628,2019,investigation costs,0,IL
17629,"Witness protection, informant fees, and controlled purchases of contraband",0,Northlake Police Department,3636,17629,2019,investigation costs,0,IL
17630,"Witness protection, informant fees, and controlled purchases of contraband",0,Oak Lawn Police Department,3637,17630,2019,investigation costs,0,IL
17631,"Witness protection, informant fees, and controlled purchases of contraband",0,Oak Park Police Department,3638,17631,2019,investigation costs,0,IL
17632,"Witness protection, informant fees, and controlled purchases of contraband",0,Oakland Police Department,3639,17632,2019,investigation costs,0,IL
17633,"Witness protection, informant fees, and controlled purchases of contraband",0,O'Fallon Police Department,3640,17633,2019,investigation costs,0,IL
17634,"Witness protection, informant fees, and controlled purchases of contraband",0,Ogle County Sheriffs Office,3641,17634,2019,investigation costs,0,IL
17635,"Witness protection, informant fees, and controlled purchases of contraband",0,Oglesby Police Department,3642,17635,2019,investigation costs,0,IL
17636,"Witness protection, informant fees, and controlled purchases of contraband",0,OKAWVILLE POLICE DEPARTMENT,3643,17636,2019,investigation costs,0,IL
17637,"Witness protection, informant fees, and controlled purchases of contraband",0,Olympia Fields Police Department,3644,17637,2019,investigation costs,0,IL
17638,"Witness protection, informant fees, and controlled purchases of contraband",0,Orland Park Police Department,3645,17638,2019,investigation costs,0,IL
17639,"Witness protection, informant fees, and controlled purchases of contraband",0,Oswego Police Department,3646,17639,2019,investigation costs,0,IL
17640,"Witness protection, informant fees, and controlled purchases of contraband",0,Ottawa Police Department,3647,17640,2019,investigation costs,0,IL
17641,"Witness protection, informant fees, and controlled purchases of contraband",0,Palestine Police Department,3648,17641,2019,investigation costs,0,IL
17642,"Witness protection, informant fees, and controlled purchases of contraband",0,Palos Hills Police,3649,17642,2019,investigation costs,0,IL
17643,"Witness protection, informant fees, and controlled purchases of contraband",0,Pana Police Department,3650,17643,2019,investigation costs,0,IL
17644,"Witness protection, informant fees, and controlled purchases of contraband",0,Park City Police Department,3651,17644,2019,investigation costs,0,IL
17645,"Witness protection, informant fees, and controlled purchases of contraband",0,Park Forest Police Department,3652,17645,2019,investigation costs,0,IL
17646,"Witness protection, informant fees, and controlled purchases of contraband",0,Park Ridge Police Department,3653,17646,2019,investigation costs,0,IL
17647,"Witness protection, informant fees, and controlled purchases of contraband",0,Parkland College Police Department,3654,17647,2019,investigation costs,0,IL
17648,"Witness protection, informant fees, and controlled purchases of contraband",0,Paxton Police Department,3655,17648,2019,investigation costs,0,IL
17649,"Witness protection, informant fees, and controlled purchases of contraband",0,Pekin Police Department,3656,17649,2019,investigation costs,0,IL
17650,"Witness protection, informant fees, and controlled purchases of contraband",0,Peoria County Sheriff's Office,3657,17650,2019,investigation costs,0,IL
17651,"Witness protection, informant fees, and controlled purchases of contraband",0,Peoria County State's Attorney,3658,17651,2019,investigation costs,0,IL
17652,"Witness protection, informant fees, and controlled purchases of contraband",0,Peoria Police Department,3659,17652,2019,investigation costs,0,IL
17653,"Witness protection, informant fees, and controlled purchases of contraband",0,Perry County State's Attorney's Office,3660,17653,2019,investigation costs,0,IL
17654,"Witness protection, informant fees, and controlled purchases of contraband",5000,Peru Police Department ,3661,17654,2019,investigation costs,5000,IL
17655,"Witness protection, informant fees, and controlled purchases of contraband",0,Pike County State's Attorney's Office,3662,17655,2019,investigation costs,0,IL
17656,"Witness protection, informant fees, and controlled purchases of contraband",0,Plainfield Police Department,3663,17656,2019,investigation costs,0,IL
17657,"Witness protection, informant fees, and controlled purchases of contraband",0,Pleasant Hill Police Department,3664,17657,2019,investigation costs,0,IL
17658,"Witness protection, informant fees, and controlled purchases of contraband",2215,Pontiac Police Department,3665,17658,2019,investigation costs,2215,IL
17659,"Witness protection, informant fees, and controlled purchases of contraband",0,Pontoon Beach Police Department,3666,17659,2019,investigation costs,0,IL
17660,"Witness protection, informant fees, and controlled purchases of contraband",0,Posen Police Department,3667,17660,2019,investigation costs,0,IL
17661,"Witness protection, informant fees, and controlled purchases of contraband",0,Prairie State College Police Department,3668,17661,2019,investigation costs,0,IL
17662,"Witness protection, informant fees, and controlled purchases of contraband",0,Princeton Police Department,3669,17662,2019,investigation costs,0,IL
17663,"Witness protection, informant fees, and controlled purchases of contraband",0,Prophetstown Police Department,3670,17663,2019,investigation costs,0,IL
17664,"Witness protection, informant fees, and controlled purchases of contraband",0,Prospect Heights Police Department,3671,17664,2019,investigation costs,0,IL
17665,"Witness protection, informant fees, and controlled purchases of contraband",0,Putnam County Sheriff's Office,3672,17665,2019,investigation costs,0,IL
17666,"Witness protection, informant fees, and controlled purchases of contraband",0,Quad City Metropolitan Enforcement Group,3673,17666,2019,investigation costs,0,IL
17667,"Witness protection, informant fees, and controlled purchases of contraband",0,Quincy Police Department .,3674,17667,2019,investigation costs,0,IL
17668,"Witness protection, informant fees, and controlled purchases of contraband",0,Richton Park Police Deparment,3675,17668,2019,investigation costs,0,IL
17669,"Witness protection, informant fees, and controlled purchases of contraband",0,River Forest Police Department,3676,17669,2019,investigation costs,0,IL
17670,"Witness protection, informant fees, and controlled purchases of contraband",0,Riverdale Police Department,3677,17670,2019,investigation costs,0,IL
17671,"Witness protection, informant fees, and controlled purchases of contraband",0,RIVERSIDE POLICE DEPARTMENT,3678,17671,2019,investigation costs,0,IL
17672,"Witness protection, informant fees, and controlled purchases of contraband",0,RIVERTON POLICE DEPARTMENT,3679,17672,2019,investigation costs,0,IL
17673,"Witness protection, informant fees, and controlled purchases of contraband",0,Riverwoods Police Department,3680,17673,2019,investigation costs,0,IL
17674,"Witness protection, informant fees, and controlled purchases of contraband",0,Robinson Police Department,3681,17674,2019,investigation costs,0,IL
17675,"Witness protection, informant fees, and controlled purchases of contraband",0,Rock Falls Police Department,3682,17675,2019,investigation costs,0,IL
17676,"Witness protection, informant fees, and controlled purchases of contraband",0,Rock Island County Sheriff,3683,17676,2019,investigation costs,0,IL
17677,"Witness protection, informant fees, and controlled purchases of contraband",0,Rock Island County State's Attorney's Office,3684,17677,2019,investigation costs,0,IL
17678,"Witness protection, informant fees, and controlled purchases of contraband",5868,Rock Island Police Department,3685,17678,2019,investigation costs,5868,IL
17679,"Witness protection, informant fees, and controlled purchases of contraband",0,Rockdale Police Department,3686,17679,2019,investigation costs,0,IL
17680,"Witness protection, informant fees, and controlled purchases of contraband",0,Rockford Park District Police,3687,17680,2019,investigation costs,0,IL
17681,"Witness protection, informant fees, and controlled purchases of contraband",55735,Rockford Police Department,3688,17681,2019,investigation costs,55735,IL
17682,"Witness protection, informant fees, and controlled purchases of contraband",0,ROCKTON POLICE Department,3689,17682,2019,investigation costs,0,IL
17683,"Witness protection, informant fees, and controlled purchases of contraband",0,Romeoville Police Department,3690,17683,2019,investigation costs,0,IL
17684,"Witness protection, informant fees, and controlled purchases of contraband",0,Roscoe Police Department,3691,17684,2019,investigation costs,0,IL
17685,"Witness protection, informant fees, and controlled purchases of contraband",200,ROUND LAKE BEACH POLICE DEPARTMENT,3692,17685,2019,investigation costs,200,IL
17686,"Witness protection, informant fees, and controlled purchases of contraband",0,Round Lake Police,3693,17686,2019,investigation costs,0,IL
17687,"Witness protection, informant fees, and controlled purchases of contraband",0,San Jose Police Department,3694,17687,2019,investigation costs,0,IL
17688,"Witness protection, informant fees, and controlled purchases of contraband",0,Sandwich Police Department,3695,17688,2019,investigation costs,0,IL
17689,"Witness protection, informant fees, and controlled purchases of contraband",5000,Sangamon County Sheriffs Office,3696,17689,2019,investigation costs,5000,IL
17690,"Witness protection, informant fees, and controlled purchases of contraband",0,Sangamon County State's Attorney's Office,3697,17690,2019,investigation costs,0,IL
17691,"Witness protection, informant fees, and controlled purchases of contraband",0,Sauk Village Police Department,3698,17691,2019,investigation costs,0,IL
17692,"Witness protection, informant fees, and controlled purchases of contraband",0,Scott County State's Attorney's Office,3699,17692,2019,investigation costs,0,IL
17693,"Witness protection, informant fees, and controlled purchases of contraband",0,Secretary of State Police,3700,17693,2019,investigation costs,0,IL
17694,"Witness protection, informant fees, and controlled purchases of contraband",500,Shorewood Police Department,3701,17694,2019,investigation costs,500,IL
17695,"Witness protection, informant fees, and controlled purchases of contraband",0,Silvis Police Department,3702,17695,2019,investigation costs,0,IL
17696,"Witness protection, informant fees, and controlled purchases of contraband",0,Skokie Police,3703,17696,2019,investigation costs,0,IL
17697,"Witness protection, informant fees, and controlled purchases of contraband",0,South Barrington Police Department,3704,17697,2019,investigation costs,0,IL
17698,"Witness protection, informant fees, and controlled purchases of contraband",0,South Beloit Police Department,3705,17698,2019,investigation costs,0,IL
17699,"Witness protection, informant fees, and controlled purchases of contraband",0,South Elgin Police Department,3706,17699,2019,investigation costs,0,IL
17700,"Witness protection, informant fees, and controlled purchases of contraband",0,South Holland Police Department,3707,17700,2019,investigation costs,0,IL
17701,"Witness protection, informant fees, and controlled purchases of contraband",21980,Southern Illinois Enforcement Group,3708,17701,2019,investigation costs,21980,IL
17702,"Witness protection, informant fees, and controlled purchases of contraband",0,Spring Grove Police Department,3709,17702,2019,investigation costs,0,IL
17703,"Witness protection, informant fees, and controlled purchases of contraband",37933,Springfield Police Department,3710,17703,2019,investigation costs,37933,IL
17704,"Witness protection, informant fees, and controlled purchases of contraband",0,St. Charles Police Department,3711,17704,2019,investigation costs,0,IL
17705,"Witness protection, informant fees, and controlled purchases of contraband",15060,St. Clair County So DTU,3712,17705,2019,investigation costs,15060,IL
17706,"Witness protection, informant fees, and controlled purchases of contraband",0,St. Clair County State's Attorney's Office,3713,17706,2019,investigation costs,0,IL
17707,"Witness protection, informant fees, and controlled purchases of contraband",0,St. Elmo Police Department,3714,17707,2019,investigation costs,0,IL
17708,"Witness protection, informant fees, and controlled purchases of contraband",0,State's Attorneys Appellate Prosecutor,3715,17708,2019,investigation costs,0,IL
17709,"Witness protection, informant fees, and controlled purchases of contraband",0,Steger Police Department,3716,17709,2019,investigation costs,0,IL
17710,"Witness protection, informant fees, and controlled purchases of contraband",0,STEPHENSON COUNTY STATE'S ATTORNEY'S OFFICE,3717,17710,2019,investigation costs,0,IL
17711,"Witness protection, informant fees, and controlled purchases of contraband",0,Sterling Police Department,3718,17711,2019,investigation costs,0,IL
17712,"Witness protection, informant fees, and controlled purchases of contraband",0,Stickney Police Department,3719,17712,2019,investigation costs,0,IL
17713,"Witness protection, informant fees, and controlled purchases of contraband",0,Stone Park,3720,17713,2019,investigation costs,0,IL
17714,"Witness protection, informant fees, and controlled purchases of contraband",0,Streamwood Police Department,3721,17714,2019,investigation costs,0,IL
17715,"Witness protection, informant fees, and controlled purchases of contraband",0,Sugar Grove Police Department,3722,17715,2019,investigation costs,0,IL
17716,"Witness protection, informant fees, and controlled purchases of contraband",795,Summit Police Department,3723,17716,2019,investigation costs,795,IL
17717,"Witness protection, informant fees, and controlled purchases of contraband",0,Swansea Police Department,3724,17717,2019,investigation costs,0,IL
17718,"Witness protection, informant fees, and controlled purchases of contraband",0,Tazewell County Sheriffs Office,3725,17718,2019,investigation costs,0,IL
17719,"Witness protection, informant fees, and controlled purchases of contraband",0,Thayer Police Department,3726,17719,2019,investigation costs,0,IL
17720,"Witness protection, informant fees, and controlled purchases of contraband",0,Tri County Auto Theft Task Force (TCAT),3727,17720,2019,investigation costs,0,IL
17721,"Witness protection, informant fees, and controlled purchases of contraband",51800,Tri-County Drug Enforcement Team,3728,17721,2019,investigation costs,51800,IL
17722,"Witness protection, informant fees, and controlled purchases of contraband",0,Troy Police Department,3729,17722,2019,investigation costs,0,IL
17723,"Witness protection, informant fees, and controlled purchases of contraband",0,U. S. Postal Inspection Service,3730,17723,2019,investigation costs,0,IL
17724,"Witness protection, informant fees, and controlled purchases of contraband",0,Urbana Police Department,3731,17724,2019,investigation costs,0,IL
17725,"Witness protection, informant fees, and controlled purchases of contraband",0,Vermilion County MEG,3732,17725,2019,investigation costs,0,IL
17726,"Witness protection, informant fees, and controlled purchases of contraband",0,Vermilion County Sheriff's Department,3733,17726,2019,investigation costs,0,IL
17727,"Witness protection, informant fees, and controlled purchases of contraband",0,Vermillion County State's Attorney's Office,3734,17727,2019,investigation costs,0,IL
17728,"Witness protection, informant fees, and controlled purchases of contraband",0,Vernon Hills Police Department,3735,17728,2019,investigation costs,0,IL
17729,"Witness protection, informant fees, and controlled purchases of contraband",390,Village of Hoffman Estates,3736,17729,2019,investigation costs,390,IL
17730,"Witness protection, informant fees, and controlled purchases of contraband",0,Village of St Jacob Police Department,3737,17730,2019,investigation costs,0,IL
17731,"Witness protection, informant fees, and controlled purchases of contraband",0,Warren County Sheriff's Office,3738,17731,2019,investigation costs,0,IL
17732,"Witness protection, informant fees, and controlled purchases of contraband",0,Warrenville Police Department,3739,17732,2019,investigation costs,0,IL
17733,"Witness protection, informant fees, and controlled purchases of contraband",0,Washington County State's Attorney's Office,3740,17733,2019,investigation costs,0,IL
17734,"Witness protection, informant fees, and controlled purchases of contraband",0,Watseka Police Department,3741,17734,2019,investigation costs,0,IL
17735,"Witness protection, informant fees, and controlled purchases of contraband",10500,Waukegan Police Department,3742,17735,2019,investigation costs,10500,IL
17736,"Witness protection, informant fees, and controlled purchases of contraband",0,West Chicago Police Department,3743,17736,2019,investigation costs,0,IL
17737,"Witness protection, informant fees, and controlled purchases of contraband",0,West Suburban Enhanced Drug and Gang Enforcement Task Force,3744,17737,2019,investigation costs,0,IL
17738,"Witness protection, informant fees, and controlled purchases of contraband",0,Western Springs Police Department,3745,17738,2019,investigation costs,0,IL
17739,"Witness protection, informant fees, and controlled purchases of contraband",0,Westmont Police Department,3746,17739,2019,investigation costs,0,IL
17740,"Witness protection, informant fees, and controlled purchases of contraband",0,Wheaton Police Department,3747,17740,2019,investigation costs,0,IL
17741,"Witness protection, informant fees, and controlled purchases of contraband",0,Whiteside County State's Attorney's Office,3748,17741,2019,investigation costs,0,IL
17742,"Witness protection, informant fees, and controlled purchases of contraband",43563,Will County Sheriffs Police,3749,17742,2019,investigation costs,43563,IL
17743,"Witness protection, informant fees, and controlled purchases of contraband",0,Williamson County State's Attorney,3750,17743,2019,investigation costs,0,IL
17744,"Witness protection, informant fees, and controlled purchases of contraband",0,Willowbrook Police Department,3751,17744,2019,investigation costs,0,IL
17745,"Witness protection, informant fees, and controlled purchases of contraband",13450,Winnebago County Sheriff's Department,3752,17745,2019,investigation costs,13450,IL
17746,"Witness protection, informant fees, and controlled purchases of contraband",0,Winnebago County State's Attorney's Office,3753,17746,2019,investigation costs,0,IL
17747,"Witness protection, informant fees, and controlled purchases of contraband",0,Winnetka Police Department,3754,17747,2019,investigation costs,0,IL
17748,"Witness protection, informant fees, and controlled purchases of contraband",0,Wood Dale Police Department,3755,17748,2019,investigation costs,0,IL
17749,"Witness protection, informant fees, and controlled purchases of contraband",0,WOODRIDGE POLICE DEPARTMENT,3756,17749,2019,investigation costs,0,IL
17750,"Witness protection, informant fees, and controlled purchases of contraband",0,Woodstock Police Department,3757,17750,2019,investigation costs,0,IL
17751,"Witness protection, informant fees, and controlled purchases of contraband",0,Worth Police Department,3758,17751,2019,investigation costs,0,IL
17752,"Witness protection, informant fees, and controlled purchases of contraband",7500,Zion Police Department,3759,17752,2019,investigation costs,7500,IL
17753,Other expenditures of forfeiture proceeds,0,Adams County Sheriffs Office,3760,17753,2019,other,0,IL
17754,Other expenditures of forfeiture proceeds,0,Altamont Police Department,3761,17754,2019,other,0,IL
17755,Other expenditures of forfeiture proceeds,0,Arlington Heights Police Department,3762,17755,2019,other,0,IL
17756,Other expenditures of forfeiture proceeds,0,Aurora Police Department,3763,17756,2019,other,0,IL
17757,Other expenditures of forfeiture proceeds,0,Barrington Police Department,3764,17757,2019,other,0,IL
17758,Other expenditures of forfeiture proceeds,0,Bartlett Police Department,3765,17758,2019,other,0,IL
17759,Other expenditures of forfeiture proceeds,0,Batavia Police Department,3766,17759,2019,other,0,IL
17760,Other expenditures of forfeiture proceeds,0,Bedford Park Police Department,3767,17760,2019,other,0,IL
17761,Other expenditures of forfeiture proceeds,0,Beecher Police Department,3768,17761,2019,other,0,IL
17762,Other expenditures of forfeiture proceeds,0,Bellwood Police Department,3769,17762,2019,other,0,IL
17763,Other expenditures of forfeiture proceeds,0,Belvidere Police Department,3770,17763,2019,other,0,IL
17764,Other expenditures of forfeiture proceeds,1000,Bensenville Police Department,3771,17764,2019,other,1000,IL
17765,Other expenditures of forfeiture proceeds,0,Berwyn Police Department,3772,17765,2019,other,0,IL
17766,Other expenditures of forfeiture proceeds,2870,Bloomingdale Police Department,3773,17766,2019,other,2870,IL
17767,Other expenditures of forfeiture proceeds,0,Bloomington Police Department,3774,17767,2019,other,0,IL
17768,Other expenditures of forfeiture proceeds,2679.95,BOLINGBROOK POLICE DEPARTMENT,3775,17768,2019,other,2680,IL
17769,Other expenditures of forfeiture proceeds,3010.34,Bond County Sheriff,3776,17769,2019,other,3010,IL
17770,Other expenditures of forfeiture proceeds,0,Bond County State's Attorney's Office,3777,17770,2019,other,0,IL
17771,Other expenditures of forfeiture proceeds,0,Boone County Sheriff's Office,3778,17771,2019,other,0,IL
17772,Other expenditures of forfeiture proceeds,0,Boone County State's Attorney,3779,17772,2019,other,0,IL
17773,Other expenditures of forfeiture proceeds,0,Bourbonnais Police Department,3780,17773,2019,other,0,IL
17774,Other expenditures of forfeiture proceeds,0,Braidwood Police Department,3781,17774,2019,other,0,IL
17775,Other expenditures of forfeiture proceeds,0,Bridgeview Police Department,3782,17775,2019,other,0,IL
17776,Other expenditures of forfeiture proceeds,0,BRIGHTON POLICE DEPARTMENT,3783,17776,2019,other,0,IL
17777,Other expenditures of forfeiture proceeds,0,Broadview Police Department,3784,17777,2019,other,0,IL
17778,Other expenditures of forfeiture proceeds,0,Brown County Sheriff's Department,3785,17778,2019,other,0,IL
17779,Other expenditures of forfeiture proceeds,0,Brown County State's Attorney's Office,3786,17779,2019,other,0,IL
17780,Other expenditures of forfeiture proceeds,1840.16,Buffalo Grove Police Department,3787,17780,2019,other,1840,IL
17781,Other expenditures of forfeiture proceeds,2690,Burbank Police Department,3788,17781,2019,other,2690,IL
17782,Other expenditures of forfeiture proceeds,5000,Bureau County Sheriff's Office,3789,17782,2019,other,5000,IL
17783,Other expenditures of forfeiture proceeds,0,Bureau County State's Attorney,3790,17783,2019,other,0,IL
17784,Other expenditures of forfeiture proceeds,0,Burr Ridge Police Department,3791,17784,2019,other,0,IL
17785,Other expenditures of forfeiture proceeds,0,Calumet City Police Department,3792,17785,2019,other,0,IL
17786,Other expenditures of forfeiture proceeds,0,Calumet Park Police Department,3793,17786,2019,other,0,IL
17787,Other expenditures of forfeiture proceeds,0,Carbondale Police Department,3794,17787,2019,other,0,IL
17788,Other expenditures of forfeiture proceeds,0,Carlyle Police Department ,3795,17788,2019,other,0,IL
17789,Other expenditures of forfeiture proceeds,0,Carmi Police Department,3796,17789,2019,other,0,IL
17790,Other expenditures of forfeiture proceeds,0,Carol Stream Police Department,3797,17790,2019,other,0,IL
17791,Other expenditures of forfeiture proceeds,0,Carpentersville Police,3798,17791,2019,other,0,IL
17792,Other expenditures of forfeiture proceeds,0,Cary Police Department,3799,17792,2019,other,0,IL
17793,Other expenditures of forfeiture proceeds,0,Champaign County Sheriffs Office,3800,17793,2019,other,0,IL
17794,Other expenditures of forfeiture proceeds,9000,Champaign County State's Attorney's Office,3801,17794,2019,other,9000,IL
17795,Other expenditures of forfeiture proceeds,0,CHAMPAIGN POLICE DEPARTMENT,3802,17795,2019,other,0,IL
17796,Other expenditures of forfeiture proceeds,0,Channahon Police Department,3803,17796,2019,other,0,IL
17797,Other expenditures of forfeiture proceeds,1365,Chatham Police Department,3804,17797,2019,other,1365,IL
17798,Other expenditures of forfeiture proceeds,0,Chenoa Police Department,3805,17798,2019,other,0,IL
17799,Other expenditures of forfeiture proceeds,0,Chicago Police Department - City of Chicago,3806,17799,2019,other,0,IL
17800,Other expenditures of forfeiture proceeds,0,Chicago Ridge Police Department,3807,17800,2019,other,0,IL
17801,Other expenditures of forfeiture proceeds,0,Chillicothe Police Department,3808,17801,2019,other,0,IL
17802,Other expenditures of forfeiture proceeds,0,Christian County Sheriff's Office,3809,17802,2019,other,0,IL
17803,Other expenditures of forfeiture proceeds,0,Cicero Police Department,3810,17803,2019,other,0,IL
17804,Other expenditures of forfeiture proceeds,0,City of DeKalb Police Department,3811,17804,2019,other,0,IL
17805,Other expenditures of forfeiture proceeds,0,City of Naperville,3812,17805,2019,other,0,IL
17806,Other expenditures of forfeiture proceeds,3085.24,Clinton County Sheriff's Office,3813,17806,2019,other,3085,IL
17807,Other expenditures of forfeiture proceeds,0,Clinton Police Department,3814,17807,2019,other,0,IL
17808,Other expenditures of forfeiture proceeds,0,Coal City Police Department,3815,17808,2019,other,0,IL
17809,Other expenditures of forfeiture proceeds,0,Coles County Sheriff Office,3816,17809,2019,other,0,IL
17810,Other expenditures of forfeiture proceeds,0,Coles County State's Attorney's Office,3817,17810,2019,other,0,IL
17811,Other expenditures of forfeiture proceeds,0,Collinsville Police Deparment,3818,17811,2019,other,0,IL
17812,Other expenditures of forfeiture proceeds,0,Columbia Police Department,3819,17812,2019,other,0,IL
17813,Other expenditures of forfeiture proceeds,0,Cook County Sheriffs Police Department,3820,17813,2019,other,0,IL
17814,Other expenditures of forfeiture proceeds,17728.42,Cook County State's Attorney Forfeiture Unit,3821,17814,2019,other,17728,IL
17815,Other expenditures of forfeiture proceeds,0,Countryside Police Department,3822,17815,2019,other,0,IL
17816,Other expenditures of forfeiture proceeds,0,Crest Hill Police Department,3823,17816,2019,other,0,IL
17817,Other expenditures of forfeiture proceeds,0,Crystal Lake Police Department,3824,17817,2019,other,0,IL
17818,Other expenditures of forfeiture proceeds,0,Cumberland County State's Attorney's Office,3825,17818,2019,other,0,IL
17819,Other expenditures of forfeiture proceeds,1723.4,Decatur Police Department,3826,17819,2019,other,1723,IL
17820,Other expenditures of forfeiture proceeds,0,Deerfield Police Department,3827,17820,2019,other,0,IL
17821,Other expenditures of forfeiture proceeds,0,DEKALB COUNTY STATE'S ATTORNEY'S OFFICE,3828,17821,2019,other,0,IL
17822,Other expenditures of forfeiture proceeds,2105.69,Dolton Police Department,3829,17822,2019,other,2106,IL
17823,Other expenditures of forfeiture proceeds,0,Douglas County Sheriffs Office,3830,17823,2019,other,0,IL
17824,Other expenditures of forfeiture proceeds,0,Downers Grove Police Department,3831,17824,2019,other,0,IL
17825,Other expenditures of forfeiture proceeds,0,Du Quoin Police Department,3832,17825,2019,other,0,IL
17826,Other expenditures of forfeiture proceeds,0,DuPage County Sheriff's Office,3833,17826,2019,other,0,IL
17827,Other expenditures of forfeiture proceeds,0,DuPage County State's Attorney's Office,3834,17827,2019,other,0,IL
17828,Other expenditures of forfeiture proceeds,0,DuPage Metropolitan Enforcement Group,3835,17828,2019,other,0,IL
17829,Other expenditures of forfeiture proceeds,0,Dwight Police Department,3836,17829,2019,other,0,IL
17830,Other expenditures of forfeiture proceeds,0,EAST DUNDEE POLICE DEPARTMENT,3837,17830,2019,other,0,IL
17831,Other expenditures of forfeiture proceeds,0,East Peoria Police Department,3838,17831,2019,other,0,IL
17832,Other expenditures of forfeiture proceeds,0,Edwardsville Police Department,3839,17832,2019,other,0,IL
17833,Other expenditures of forfeiture proceeds,0,EFFINGHAM COUNTY SHERIFF'S OFFICE,3840,17833,2019,other,0,IL
17834,Other expenditures of forfeiture proceeds,0,Effingham County State's Attorney's Office,3841,17834,2019,other,0,IL
17835,Other expenditures of forfeiture proceeds,0,Effingham Police Department,3842,17835,2019,other,0,IL
17836,Other expenditures of forfeiture proceeds,0,Elburn Police Department,3843,17836,2019,other,0,IL
17837,Other expenditures of forfeiture proceeds,0,Elk Grove Village Police Department,3844,17837,2019,other,0,IL
17838,Other expenditures of forfeiture proceeds,0,Elmhurst Police Department,3845,17838,2019,other,0,IL
17839,Other expenditures of forfeiture proceeds,0,Elwood Police Department,3846,17839,2019,other,0,IL
17840,Other expenditures of forfeiture proceeds,0,Evanston Police Department,3847,17840,2019,other,0,IL
17841,Other expenditures of forfeiture proceeds,0,Evergreen Park Police Department,3848,17841,2019,other,0,IL
17842,Other expenditures of forfeiture proceeds,0,Fairbury Police Department,3849,17842,2019,other,0,IL
17843,Other expenditures of forfeiture proceeds,0,Fairview Heights Police Department,3850,17843,2019,other,0,IL
17844,Other expenditures of forfeiture proceeds,1040.93,Fayette County State's Attorneys Office,3851,17844,2019,other,1041,IL
17845,Other expenditures of forfeiture proceeds,0,Flora Police Department,3852,17845,2019,other,0,IL
17846,Other expenditures of forfeiture proceeds,0,Ford County Sheriff's Office,3853,17846,2019,other,0,IL
17847,Other expenditures of forfeiture proceeds,0,Ford County State's Attorney's Office,3854,17847,2019,other,0,IL
17848,Other expenditures of forfeiture proceeds,0,Forest Park Police Department,3855,17848,2019,other,0,IL
17849,Other expenditures of forfeiture proceeds,0,Fox Lake Police Department,3856,17849,2019,other,0,IL
17850,Other expenditures of forfeiture proceeds,0,Fox Valley Park District Police Department,3857,17850,2019,other,0,IL
17851,Other expenditures of forfeiture proceeds,0,Frankfort Police Department,3858,17851,2019,other,0,IL
17852,Other expenditures of forfeiture proceeds,0,Franklin Count Sheriffs Office,3859,17852,2019,other,0,IL
17853,Other expenditures of forfeiture proceeds,0,Franklin Park Police Department,3860,17853,2019,other,0,IL
17854,Other expenditures of forfeiture proceeds,0,Freeport Police Department,3861,17854,2019,other,0,IL
17855,Other expenditures of forfeiture proceeds,0,Fulton County Sheriffs Office,3862,17855,2019,other,0,IL
17856,Other expenditures of forfeiture proceeds,0,Fulton County State's Attorney's Office,3863,17856,2019,other,0,IL
17857,Other expenditures of forfeiture proceeds,0,Galesburg Police Department,3864,17857,2019,other,0,IL
17858,Other expenditures of forfeiture proceeds,0,Geneva Police Department,3865,17858,2019,other,0,IL
17859,Other expenditures of forfeiture proceeds,0,Genoa Police Department,3866,17859,2019,other,0,IL
17860,Other expenditures of forfeiture proceeds,0,Glen Carbon Police Department,3867,17860,2019,other,0,IL
